API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Tue Jul  7 17:16:17 2026 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: (2010 JK124)                    {source: JPL#5}
Center body name: Earth (399)                     {source: DE441}
Center-site name: Cerro Tololo-DECam
*******************************************************************************
Start time      : A.D. 2017-May-17 00:00:00.0000 UT      
Stop  time      : A.D. 2017-Aug-16 00:00:00.0000 UT      
Step-size       : 1440 minutes
*******************************************************************************
Target pole/equ : undefined
Target radii    : undefined                                                    
Center geodetic : 289.1936, -30.1695802, 2.21112  {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 289.1936,5520.74486,-3187.75111 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}       
Target primary  : Sun
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun                             {source: DE441}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Small-body perts: Yes                             {source: SB441-N16}
Atmos refraction: NO (AIRLESS)
RA format       : DEG
Time format     : CAL 
Calendar mode   : Mixed Julian/Gregorian
EOP file        : eop.260707.p261003                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2026-JUL-07. PREDICTS-> 2026-OCT-02
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
Initial IAU76/J2000 heliocentric ecliptic osculating elements (au, days, deg.):
  EPOCH=  2456328.5 ! 2013-Feb-05.00 (TDB)         Residual RMS= .22455        
   EC= .1189508712431341   QR= 35.49941133358018   TP= 2432224.7844727994      
   OM= 277.4746539373181   W=  220.6239671535473   IN= 15.54713838468939       
  Equivalent ICRF heliocentric cartesian coordinates (au, au/d):
   X=-1.695708757907139E+01  Y=-3.150275187413182E+01  Z=-2.021368167030291E+01
  VX= 2.170108204655172E-03 VY=-1.531100680333808E-03 VZ=-6.783458772001752E-05
Asteroid physical parameters (km, seconds, rotational period in hours):        
   GM= n.a.                RAD= n.a.               ROTPER= n.a.                
   H= 5.35                 G= .150                 B-V= n.a.                   
                           ALBEDO= n.a.            STYP= n.a.                  
************************************************************************************************************************
 Date__(UT)__HR:MN, , , R.A.___(ICRF), DEC____(ICRF),  RA_3sigma, DEC_3sigma,  SMAA_3sig, SMIA_3sig,   Theta, Area_3sig,
 2017-Jun-07 00:00, ,m, 248.127564244, -29.245274621,      3.126,      0.638,      3.140,     0.565,   5.521, 5.5701592,
 2017-Jun-08 00:00, ,m, 248.104851718, -29.241098123,      3.121,      0.639,      3.136,     0.565,   5.550, 5.5642296,
 2017-Jun-09 00:00, ,m, 248.082202965, -29.236875102,      3.117,      0.639,      3.132,     0.565,   5.579, 5.5585860,
 2017-Jun-10 00:00, ,m, 248.059625568, -29.232606736,      3.113,      0.640,      3.128,     0.565,   5.607, 5.5532400,
 2017-Jun-11 00:00, ,m, 248.037127080, -29.228294206,      3.109,      0.641,      3.124,     0.565,   5.636, 5.5482025,
 2017-Jun-12 00:00, ,m, 248.014715041, -29.223938689,      3.106,      0.641,      3.120,     0.566,   5.664, 5.5434843,
 2017-Jun-13 00:00, , , 247.992396987, -29.219541372,      3.102,      0.642,      3.117,     0.566,   5.692, 5.5390955,
 2017-Jun-14 00:00, , , 247.970180465, -29.215103445,      3.098,      0.643,      3.113,     0.566,   5.719, 5.5350460,
 2017-Jun-15 00:00, , , 247.948073041, -29.210626109,      3.094,      0.644,      3.109,     0.566,   5.746, 5.5313450,
 2017-Jun-16 00:00, , , 247.926082322, -29.206110578,      3.091,      0.644,      3.106,     0.567,   5.773, 5.5280014,
 2017-Jun-17 00:00, , , 247.904215962, -29.201558084,      3.087,      0.645,      3.102,     0.567,   5.800, 5.5250235,
 2017-Jun-18 00:00, , , 247.882481685, -29.196969880,      3.084,      0.646,      3.099,     0.567,   5.826, 5.5224192,
 2017-Jun-19 00:00, , , 247.860887300, -29.192347248,      3.080,      0.647,      3.096,     0.568,   5.852, 5.5201958,
 2017-Jun-20 00:00, , , 247.839440718, -29.187691509,      3.077,      0.648,      3.092,     0.568,   5.877, 5.5183602,
 2017-Jun-21 00:00, , , 247.818149959, -29.183004031,      3.074,      0.649,      3.089,     0.568,   5.902, 5.5169187,
 2017-Jun-22 00:00, , , 247.797023141, -29.178286239,      3.070,      0.649,      3.086,     0.569,   5.927, 5.5158771,
 2017-Jun-23 00:00, , , 247.776068449, -29.173539620,      3.067,      0.650,      3.083,     0.569,   5.951, 5.5152406,
 2017-Jun-24 00:00, , , 247.755294065, -29.168765722,      3.064,      0.651,      3.080,     0.570,   5.974, 5.5150138,
 2017-Jun-25 00:00, , , 247.734708088, -29.163966148,      3.061,      0.652,      3.077,     0.570,   5.998, 5.5152005,
 2017-Jun-26 00:00, ,m, 247.714318446, -29.159142533,      3.058,      0.653,      3.075,     0.571,   6.020, 5.5158039,
 2017-Jun-27 00:00, ,m, 247.694132827, -29.154296526,      3.055,      0.654,      3.072,     0.572,   6.043, 5.5168266,
 2017-Jun-28 00:00, ,m, 247.674158653, -29.149429772,      3.053,      0.655,      3.069,     0.572,   6.065, 5.5182702,
 2017-Jun-29 00:00, ,m, 247.654403072, -29.144543897,      3.050,      0.656,      3.067,     0.573,   6.086, 5.5201357,
 2017-Jun-30 00:00, ,m, 247.634872989, -29.139640500,      3.048,      0.657,      3.064,     0.574,   6.107, 5.5224234,
 2017-Jul-01 00:00, ,m, 247.615575092, -29.134721153,      3.045,      0.658,      3.062,     0.574,   6.128, 5.5251329,
 2017-Jul-02 00:00, ,m, 247.596515889, -29.129787401,      3.043,      0.659,      3.060,     0.575,   6.148, 5.5282631,
 2017-Jul-03 00:00, ,m, 247.577701732, -29.124840763,      3.040,      0.660,      3.057,     0.576,   6.167, 5.5318124,
 2017-Jul-04 00:00, ,m, 247.559138836, -29.119882739,      3.038,      0.661,      3.055,     0.577,   6.186, 5.5357783,
 2017-Jul-05 00:00, ,m, 247.540833296, -29.114914808,      3.036,      0.662,      3.053,     0.578,   6.205, 5.5401581,
 2017-Jul-06 00:00, ,m, 247.522791099, -29.109938431,      3.034,      0.663,      3.051,     0.578,   6.223, 5.5449482,
 2017-Jul-07 00:00, ,m, 247.505018127, -29.104955054,      3.032,      0.665,      3.049,     0.579,   6.241, 5.5501447,
 2017-Jul-08 00:00, ,m, 247.487520176, -29.099966104,      3.030,      0.666,      3.048,     0.580,   6.258, 5.5557429,
 2017-Jul-09 00:00, ,m, 247.470302962, -29.094972996,      3.028,      0.667,      3.046,     0.581,   6.275, 5.5617379,
 2017-Jul-10 00:00, ,m, 247.453372137, -29.089977132,      3.027,      0.668,      3.044,     0.582,   6.291, 5.5681240,
 2017-Jul-11 00:00, ,m, 247.436733304, -29.084979901,      3.025,      0.669,      3.043,     0.583,   6.307, 5.5748952,
 2017-Jul-12 00:00, , , 247.420392031, -29.079982689,      3.023,      0.670,      3.041,     0.584,   6.323, 5.5820450,
 2017-Jul-13 00:00, , , 247.404353871, -29.074986876,      3.022,      0.672,      3.040,     0.585,   6.338, 5.5895666,
 2017-Jul-14 00:00, , , 247.388624378, -29.069993848,      3.020,      0.673,      3.038,     0.586,   6.353, 5.5974525,
 2017-Jul-15 00:00, , , 247.373209115, -29.065004994,      3.019,      0.674,      3.037,     0.587,   6.367, 5.6056950,
 2017-Jul-16 00:00, , , 247.358113674, -29.060021719,      3.018,      0.675,      3.036,     0.589,   6.381, 5.6142859,
 2017-Jul-17 00:00, , , 247.343343678, -29.055045447,      3.017,      0.677,      3.035,     0.590,   6.395, 5.6232168,
 2017-Jul-18 00:00, , , 247.328904791, -29.050077630,      3.016,      0.678,      3.034,     0.591,   6.408, 5.6324785,
 2017-Jul-19 00:00, , , 247.314802705, -29.045119752,      3.015,      0.679,      3.033,     0.592,   6.421, 5.6420619,
 2017-Jul-20 00:00, , , 247.301043125, -29.040173335,      3.014,      0.680,      3.032,     0.593,   6.434, 5.6519573,
 2017-Jul-21 00:00, , , 247.287631727, -29.035239942,      3.013,      0.682,      3.031,     0.595,   6.446, 5.6621546,
 2017-Jul-22 00:00, , , 247.274574099, -29.030321174,      3.012,      0.683,      3.031,     0.596,   6.459, 5.6726434,
 2017-Jul-23 00:00, , , 247.261875667, -29.025418653,      3.012,      0.684,      3.030,     0.597,   6.471, 5.6834129,
 2017-Jul-24 00:00, , , 247.249541626, -29.020534015,      3.011,      0.686,      3.030,     0.598,   6.482, 5.6944522,
 2017-Jul-25 00:00, , , 247.237576884, -29.015668882,      3.010,      0.687,      3.029,     0.600,   6.494, 5.7057499,
 2017-Jul-26 00:00, ,m, 247.225986035, -29.010824849,      3.010,      0.689,      3.029,     0.601,   6.505, 5.7172946,
 2017-Jul-27 00:00, ,m, 247.214773369, -29.006003472,      3.010,      0.690,      3.028,     0.602,   6.516, 5.7290745,
 2017-Jul-28 00:00, ,m, 247.203942892, -29.001206260,      3.009,      0.691,      3.028,     0.603,   6.527, 5.7410779,
 2017-Jul-29 00:00, ,m, 247.193498373, -28.996434674,      3.009,      0.693,      3.028,     0.605,   6.538, 5.7532930,
 2017-Jul-30 00:00, ,m, 247.183443368, -28.991690130,      3.009,      0.694,      3.028,     0.606,   6.548, 5.7657078,
 2017-Jul-31 00:00, ,m, 247.173781263, -28.986974005,      3.009,      0.696,      3.028,     0.607,   6.559, 5.7783103,
 2017-Aug-01 00:00, ,m, 247.164515287, -28.982287637,      3.009,      0.697,      3.028,     0.609,   6.569, 5.7910887,
 2017-Aug-02 00:00, ,m, 247.155648529, -28.977632331,      3.009,      0.698,      3.028,     0.610,   6.580, 5.8040310,
 2017-Aug-03 00:00, ,m, 247.147183953, -28.973009360,      3.009,      0.700,      3.028,     0.611,   6.590, 5.8171254,
 2017-Aug-04 00:00, ,m, 247.139124402, -28.968419968,      3.009,      0.701,      3.029,     0.613,   6.600, 5.8303599,
 2017-Aug-05 00:00, ,m, 247.131472611, -28.963865366,      3.010,      0.703,      3.029,     0.614,   6.610, 5.8437229,
 2017-Aug-06 00:00, ,m, 247.124231216, -28.959346741,      3.010,      0.704,      3.029,     0.615,   6.621, 5.8572027,
 2017-Aug-07 00:00, ,m, 247.117402770, -28.954865252,      3.011,      0.705,      3.030,     0.617,   6.631, 5.8707877,
 2017-Aug-08 00:00, ,m, 247.110989761, -28.950422035,      3.011,      0.707,      3.031,     0.618,   6.641, 5.8844665,
 2017-Aug-09 00:00, ,m, 247.104994633, -28.946018206,      3.012,      0.708,      3.031,     0.619,   6.651, 5.8982278,
 2017-Aug-10 00:00, , , 247.099419803, -28.941654871,      3.012,      0.710,      3.032,     0.621,   6.662, 5.9120605,
 2017-Aug-11 00:00, , , 247.094267685, -28.937333127,      3.013,      0.711,      3.033,     0.622,   6.672, 5.9259535,
 2017-Aug-12 00:00, , , 247.089540698, -28.933054071,      3.014,      0.713,      3.033,     0.623,   6.683, 5.9398960,
 2017-Aug-13 00:00, , , 247.085241276, -28.928818809,      3.015,      0.714,      3.034,     0.625,   6.694, 5.9538770,
 2017-Aug-14 00:00, , , 247.081371863, -28.924628458,      3.016,      0.715,      3.035,     0.626,   6.705, 5.9678861,
 2017-Aug-15 00:00, , , 247.077934906, -28.920484155,      3.016,      0.717,      3.036,     0.627,   6.716, 5.9819127,
 2017-Aug-16 00:00, , , 247.074932832, -28.916387058,      3.018,      0.718,      3.038,     0.628,   6.727, 5.9959464,
$$EOE
************************************************************************************************************************
Column meaning:
 
TIME

  Times PRIOR to 1962 are UT1, a mean-solar time closely related to the
prior but now-deprecated GMT. Times AFTER 1962 are in UTC, the current
civil or "wall-clock" time-scale. UTC is kept within 0.9 seconds of UT1
using integer leap-seconds for 1972 and later years.

  Conversion from the internal Barycentric Dynamical Time (TDB) of solar
system dynamics to the non-uniform civil UT time-scale requested for output
has not been determined for UTC times after the next July or January 1st.
Therefore, the last known leap-second is used as a constant over future
intervals.

  Time tags refer to the UT time-scale conversion from TDB on Earth
regardless of observer location within the solar system, although clock
rates may differ due to the local gravity field and no analog to "UT"
may be defined for that location.

  Any 'b' symbol in the 1st-column denotes a B.C. date. First-column blank
(" ") denotes an A.D. date.
 
CALENDAR SYSTEM

  Mixed calendar mode was active such that calendar dates after AD 1582-Oct-15
(if any) are in the modern Gregorian system. Dates prior to 1582-Oct-5 (if any)
are in the Julian calendar system, which is automatically extended for dates
prior to its adoption on 45-Jan-1 BC.  The Julian calendar is useful for
matching historical dates. The Gregorian calendar more accurately corresponds
to the Earth's orbital motion and seasons. A "Gregorian-only" calendar mode is
available if such physical events are the primary interest.

  NOTE: "n.a." in output means quantity "not available" at the print-time.
 
SOLAR PRESENCE (OBSERVING SITE)
  Time tag is followed by a blank, then a solar-presence symbol:

       '*'  Daylight (refracted solar upper-limb on or above apparent horizon)
       'C'  Civil twilight/dawn
       'N'  Nautical twilight/dawn
       'A'  Astronomical twilight/dawn
       ' '  Night OR geocentric ephemeris

LUNAR PRESENCE (OBSERVING SITE)
  The solar-presence symbol is immediately followed by a lunar-presence symbol:

       'm'  Refracted upper-limb of Moon on or above apparent horizon
       ' '  Refracted upper-limb of Moon below apparent horizon OR geocentric
            ephemeris
 
STATISTICAL UNCERTAINTIES

  Output includes formal +/- 3 standard-deviation statistical orbit uncertainty
quantities. There is a 99.7% (1-D) or 98.9% (2-D) chance the actual value is
within given bounds.  These statistical calculations assume observational data
errors are random. If there are systematic biases (such as timing, reduction or
star-catalog errors), results can be optimistic. Because the epoch covariance
is mapped using linearized variational partial derivatives, results can also
be optimistic for times far from the solution epoch, particularly for objects
having close planetary encounters.
 
 'R.A.___(ICRF), DEC____(ICRF),' =
  Astrometric right ascension and declination of the target center with
respect to the observing site (coordinate origin) in the reference frame of
the planetary ephemeris (ICRF). Compensated for down-leg light-time delay
aberration.

  Units: RA  in decimal degrees,  ddd.fffff{ffff}
         DEC in decimal degrees,  sdd.fffff{ffff}
 
 'RA_3sigma, DEC_3sigma,' =
  Uncertainty in Right-Ascension and Declination. Output values are the formal
+/- 3 standard-deviations (sigmas) around nominal position. Units: ARCSECONDS
 
 'SMAA_3sig, SMIA_3sig,   Theta, Area_3sig,' =
  Plane-of-sky (POS) error ellipse data. These quantities summarize the
targets' 3-dimensional 3-standard-deviation formal uncertainty volume projected
into a reference plane perpendicular to the observers' line-of-sight.

   SMAA_3sig = Angular width of the 3-sigma error ellipse semi-major
                axis in POS. Units: ARCSECONDS.

   SMIA_3sig = Angular width of the 3-sigma error ellipse semi-minor
                axis in POS. Units: ARCSECONDS.

   Theta     = Orientation angle of the error ellipse in POS; the
                clockwise angle from the direction of increasing RA to
                the semi-major axis of the error ellipse, in the
                direction of increasing DEC.  Units: DEGREES.

                              +DEC
                                ^
                              \ |
                          theta\|
                      +RA  <----+-----
                                |\
                                | \

   Area_3sig = Area of sky enclosed by the 3-sigma error ellipse.
                Units: ARCSECONDS ^ 2.

Computations by ...

    Solar System Dynamics Group, Horizons On-Line Ephemeris System
    4800 Oak Grove Drive, Jet Propulsion Laboratory
    Pasadena, CA  91109   USA

    General site: https://ssd.jpl.nasa.gov/
    Mailing list: https://ssd.jpl.nasa.gov/email_list.html
    System news : https://ssd.jpl.nasa.gov/horizons/news.html
    User Guide  : https://ssd.jpl.nasa.gov/horizons/manual.html
    Connect     : browser        https://ssd.jpl.nasa.gov/horizons/app.html#/x
                  API            https://ssd-api.jpl.nasa.gov/doc/horizons.html
                  command-line   telnet ssd.jpl.nasa.gov 6775
                  e-mail/batch   https://ssd.jpl.nasa.gov/ftp/ssd/horizons_batch.txt
                  scripts        https://ssd.jpl.nasa.gov/ftp/ssd/SCRIPTS
    Inquiries   : Jon.D.Giorgini@jpl.nasa.gov

************************************************************************************************************************
