source_id,source_pool,nss_solution_type,period_d,eccentricity,significance,ruwe,parallax,phot_g_mean_mag,bp_rp,distance_pc,M_2_mjup_face_on,M_2_mjup_marginalized,M_2_2sigma_hi,HIP,Name,Vmag,SpType,snrPMaH2G2,M_host_msun_used,sahl_confirmed,tier_a,in_stefansson,documented_fp,ruwe_pass,nasa_exo_match,hgca_chisq,hgca_tier,v2_verdict,v2_score,sahl_verdict,v3_verdict
2994437527894182272,orbital_pool,OrbitalTargetedSearch,800.0697224063844,0.37025175110682945,76.93188,5.9154744,23.08418631923021,8.496388,1.1752434,43.3196988696523,49.89709778138262,50.55302242282094,57.80244052959426,29330.0,HD 42606,8.778,K3V,15.61,1.0,0,0,false,false,true,false,58.94246292114258,FLAG_mass_ambiguous,FLAG_hgca_mass_ambiguous,6.8,SAHL_LOWER_CONF_CAND,FLAG_hgca_mass_ambiguous
1916454200349735680,orbital_pool,Orbital,238.50483943364725,0.558006081210172,11.403778,1.789818,26.953034930828792,10.877922,2.0989132,37.10157325757046,15.642254600914761,16.130263051565326,20.66373549833501,,,,,,0.5554671713818019,0,1,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,2.9403778000000003,,SURVIVOR_no_hgca_corroboration
6354671987249126784,orbital_pool,AstroSpectroSB1,172.50505682306812,0.5334736547855762,18.099491,1.8424913,30.666590623405398,9.486942,1.759284,32.608776511229735,17.356996793822127,17.462755767822834,20.95526248561917,,,,,,1.0,0,1,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,4.1099491,,SURVIVOR_no_hgca_corroboration
1878822452815621120,orbital_pool,OrbitalTargetedSearch,1009.3084576652012,0.44555607978695805,12.333239,1.9176155,16.031355003282922,9.758149,1.0736141,62.37775907246884,18.541661699974636,18.859714606374443,25.127352177931854,110894.0,BD+24 4592,9.982,K2,45.96,1.0,0,1,true,false,true,false,8614.3974609375,REJECTED_likely_stellar,REJECTED_hgca_stellar,-10.0,SAHL_FALSE_POSITIVE_BINARY,REJECTED_hgca_stellar
4545802186476906880,orbital_pool,OrbitalTargetedSearch,910.7551637608593,0.6171484974788629,14.605526,2.0281038,18.605767660118087,6.7536507,0.7859664,53.74677456300415,24.15568089460143,24.39412802402928,29.10545679243348,83083.0,HD 153376,6.901,F8V,53.36,1.0,0,0,false,false,true,false,16140.306640625,REJECTED_likely_stellar,REJECTED_hgca_stellar,-10.0,SAHL_FALSE_POSITIVE_BINARY,REJECTED_hgca_stellar
6490284754986167552,orbital_pool,OrbitalTargetedSearchValidated,24.71686164385653,0.5492408139362447,7.398948,1.2710246,27.869893474655896,10.4334,2.0333261,35.88101263857977,40.56993246489059,42.38564569575597,55.538216781675814,115099.0,CD-61 6801,11.293,,2.12,1.0,0,1,false,false,true,false,0.429718941450119,isolated_no_outer_body,SURVIVOR_no_hgca_corroboration,2.0398948,,SURVIVOR_no_hgca_corroboration
430892357759527424,orbital_pool,Orbital,495.28032562640556,0.3444068457431626,13.512258,1.4524813,26.06115014186224,15.627882,3.6987982,38.37129192520524,5.670849340827626,5.800877163150757,7.778033824889282,,,,,,0.1279307396952197,0,1,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,2.8512258,PRESELECTED_SUBSTELLAR_BROAD,SURVIVOR_no_hgca_corroboration
2271703211828512896,orbital_pool,Orbital,622.8406501036732,0.5643079867652839,11.270533,1.5393105,23.5625890539975,16.36285,4.0586176,42.44015790065929,11.349116038111648,11.457877150985285,14.566764163783294,,,,,,0.11805505051211906,0,1,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,2.6270533,PRESELECTED_SUBSTELLAR_BROAD,SURVIVOR_no_hgca_corroboration
2047188847334279424,orbital_pool,OrbitalTargetedSearch,449.9997576028038,0.14390804258285875,23.83953,1.6355618,30.53966625054165,7.2801557,0.92350054,32.744300209314304,14.482767075399003,15.77207205251268,26.309347001309526,96576.0,HD 185501,7.473,G5,2.24,1.0,0,1,true,false,true,false,5.904387474060059,CORROBORATED_real_companion,CORROBORATED_real_companion,5.683953,CONFIRMED_BINARY_FP,CORROBORATED_real_companion
5671384265738137984,orbital_pool,Orbital,278.5029539916808,0.26002164432399544,15.344364,1.8494911,35.35316322651711,15.734564,4.175912,28.28601202084052,14.485810509797053,15.424335201138579,20.57120724963999,,,,,,0.11993441186394255,0,1,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,3.3344364000000004,SAHL_LOWER_CONF_CAND,SURVIVOR_no_hgca_corroboration
3665298981300771200,orbital_pool,Orbital,515.9390243721431,0.43621855110374186,12.316574,3.3123925,20.10572229193151,10.680113,1.7705069,49.73708407388593,19.893151729032763,22.30670740689237,27.879228192371468,,,,,,0.6596455672519212,0,0,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,3.0316574000000003,,SURVIVOR_no_hgca_corroboration
5698737160112360832,orbital_pool,Orbital,501.71782240491655,0.5388555415501974,12.82738,1.791982,21.377784735660537,15.544139,3.5248375,46.777531552737926,21.099919788062774,21.219538991119204,26.801862386507644,,,,,,0.17156151057190283,0,1,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,3.082738,PRESELECTED_SUBSTELLAR_BROAD,SURVIVOR_no_hgca_corroboration
1089774872493400320,orbital_pool,AstroSpectroSB1,834.7279924345382,0.6090249754981866,9.773494,1.5290364,3.928629657315691,9.8102255,0.7271452,254.54168176372943,29.39121580502895,29.957015798774652,40.52873202697735,,,,,,1.0,0,1,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,3.2773494,,SURVIVOR_no_hgca_corroboration
230138989266819456,orbital_pool,Orbital,739.782184777381,0.47212117253804736,10.501683,1.5382183,6.082535307819546,9.957889,0.81361103,164.4051286828416,30.216711035299333,33.94379868298451,46.864051281019066,18421.0,HD 275921,10.09,G5,2.45,1.2570723109607984,0,1,false,false,true,false,5.109676837921143,CORROBORATED_real_companion,CORROBORATED_real_companion,4.8501683,PRESELECTED_SUBSTELLAR_BROAD,CORROBORATED_real_companion
6342331068739840000,orbital_pool,Orbital,387.9593049472569,0.5538049714568869,34.64791,5.126572,31.3062745538557,11.922883,2.4381657,31.94247844085426,36.42283353690613,36.42836468363825,42.7031750500569,,,,,,0.4915028279739247,0,0,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,5.264791000000001,PRESELECTED_SUBSTELLAR_BROAD,SURVIVOR_no_hgca_corroboration
1761619456801656064,orbital_pool,Orbital,280.76221016961676,0.33350480740803423,15.61655,1.9747413,9.080204943238934,11.883178,1.3078623,110.12967287094042,41.114319550741094,43.05210179318851,58.81352341570438,,,,,,0.6872459536347798,0,1,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,3.361655,PRESELECTED_SUBSTELLAR_BROAD,SURVIVOR_no_hgca_corroboration
1739379433242806144,orbital_pool,OrbitalTargetedSearch,137.88455468731433,0.2572022679437813,39.207058,2.926423,38.57706826827559,10.738832,2.137188,25.922135737369253,42.15537429057194,42.507510329076354,52.27267521584906,,,,,,1.0,0,0,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,5.2207058,PRESELECTED_SUBSTELLAR_BROAD,SURVIVOR_no_hgca_corroboration
5533714311754660864,orbital_pool,Orbital,684.284385407629,0.410600763101885,102.77061,7.6605835,26.64006489365451,11.615767,2.0854282,37.53744609827108,47.28510999125992,47.281198789613356,53.68235174504788,,,,,,0.5010087930772552,0,0,false,false,false,false,,,REJECTED_ruwe_quality,-10.0,PRESELECTED_SUBSTELLAR_BROAD,REJECTED_ruwe_quality
4718482510546758272,orbital_pool,Orbital,480.42416079920037,0.6625002055334954,11.3253765,1.8600105,9.171117547483112,10.534763,0.9253607,109.03796563750689,49.739344634110445,49.94561269205883,61.304194745226724,,,,,,0.8513589658333103,0,1,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,2.9325376500000004,PRESELECTED_SUBSTELLAR_BROAD,SURVIVOR_no_hgca_corroboration
1252845537951676800,orbital_pool,Orbital,486.16078691722726,0.5273957236648847,69.214806,7.859017,25.01328226084273,10.811267,2.0145807,39.97875966743713,59.610081269033415,59.74997439066122,68.6925018258765,69860.0,LP 381-94,12.77,M1.0Ve,1.94,0.6306639496066342,0,0,false,false,false,false,14.089214324951172,CORROBORATED_real_companion,REJECTED_ruwe_quality,-10.0,,REJECTED_ruwe_quality
4169462136799175296,orbital_pool,Orbital,829.4002731920973,0.3286708103422049,220.05176,16.052786,35.79344446136084,10.534884,1.9670935,27.93807679167351,61.178781490286326,61.16372917002972,68.72513313984412,,,,,,0.49163188693799303,0,0,false,false,false,false,,,REJECTED_ruwe_quality,-10.0,PRESELECTED_SUBSTELLAR_BROAD,REJECTED_ruwe_quality
480996449793955968,orbital_pool,Orbital,875.2066632354723,0.24535543603467241,183.33954,13.6562805,23.752021076019354,11.33675,1.8559761,42.10168039172151,61.800945413802864,62.01072424049958,69.83464696965405,,,,,,0.4915313379748653,0,0,false,false,false,false,,,REJECTED_ruwe_quality,-10.0,PRESELECTED_SUBSTELLAR_BROAD,REJECTED_ruwe_quality
6781298098147816192,orbital_pool,Orbital,602.3757520100407,0.21503556007874036,11.932396,1.6835006,20.864083749593238,14.404363,2.9010859,47.92925546128983,6.216780114365425,7.0438000699894685,10.725316226764912,,,,,,0.30697041048164997,0,1,true,false,true,false,,,SURVIVOR_no_hgca_corroboration,2.6932396,PRESELECTED_SUBSTELLAR_BROAD,SURVIVOR_no_hgca_corroboration
4842246017566495232,orbital_pool,Orbital,465.42959684702555,0.3132721427533985,14.058106,1.9411591,31.26075239510366,12.959064,2.6036339,31.988993334550354,8.01010000647204,8.264680952559292,11.125668157640105,,,,,,0.3462687445017745,0,1,true,false,true,false,,,SURVIVOR_no_hgca_corroboration,2.9058106000000006,PRESELECTED_SUBSTELLAR_BROAD,SURVIVOR_no_hgca_corroboration
5796338299045711232,orbital_pool,Orbital,488.0525075156496,0.14812970958252483,33.063652,2.5143201,39.1458255262253,14.82542,3.8167562,25.545508021795616,9.170945723813947,9.708277655220444,12.547485837187326,,,,,,0.12901874812379302,0,0,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,4.806365199999999,PRESELECTED_SUBSTELLAR_BROAD,SURVIVOR_no_hgca_corroboration
198464052134353536,orbital_pool,Orbital,301.5181079175184,0.5043746787043829,14.872245,2.456141,41.66099501043471,14.380431,3.6320324,24.003267318736214,9.406523097322841,9.513266592759958,12.218459119053186,,,,,,0.15242917810188245,0,0,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,2.9872245,PRESELECTED_SUBSTELLAR_BROAD,SURVIVOR_no_hgca_corroboration
2813020961166816512,orbital_pool,Orbital,249.35698793125206,0.08373897179867346,25.625797,2.5949423,42.85707328616415,15.81497,1.0856276,23.333371210927673,10.473571720782138,14.090816750052998,23.45255941788529,,,,,,0.09614897150408618,0,0,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,4.3625796999999995,PRESELECTED_SUBSTELLAR_BROAD,SURVIVOR_no_hgca_corroboration
5036787935627755520,orbital_pool,Orbital,850.9417373397196,0.35724118987040354,21.45811,2.8126745,29.682423464624915,14.94273,3.570077,33.689971480657086,10.95414072899177,11.977901033180284,16.479991881635375,,,,,,0.18711386824984064,0,0,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,3.645811,PRESELECTED_SUBSTELLAR_BROAD,SURVIVOR_no_hgca_corroboration
1298992006611690112,orbital_pool,Orbital,447.3549183822827,0.24856476345097586,18.675043,1.7182091,13.585906832505207,13.622747,2.5268831,73.60568656392019,12.02059817268779,13.006370130435046,17.875702709724305,,,,,,0.426721528873796,0,1,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,3.6675042999999996,PRESELECTED_SUBSTELLAR_BROAD,SURVIVOR_no_hgca_corroboration
1457486023639239296,orbital_pool,Orbital,564.0242807973492,0.5075808455347155,7.9076214,1.5032967,13.643127383774535,11.908777,1.697197,73.29697743563382,13.400544063907075,13.960120588979898,18.1301439044665,,,,,,0.6306211652230665,0,1,true,false,true,true,,,REJECTED_published_nasa_exo,-10.0,PRESELECTED_SUBSTELLAR_BROAD,REJECTED_published_nasa_exo
846058258950880384,orbital_pool,Orbital,753.7918243450955,0.338754666257733,13.033235,1.4176925,6.980815519321191,13.93887,2.2377195,143.24973883527568,13.643613579564683,14.592291921554338,23.004005446668426,,,,,,0.4906903039861878,0,1,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,3.1033235,,SURVIVOR_no_hgca_corroboration
2117364283603705984,orbital_pool,Orbital,392.0640591697792,0.5828237303924338,10.946222,2.1178281,20.558972400685803,13.489458,2.8300323,48.640563375951714,13.946064715115721,14.109686372179329,18.04070441613532,,,,,,0.36268823184808685,0,0,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,2.8946222,,SURVIVOR_no_hgca_corroboration
5399010462168339456,orbital_pool,Orbital,337.3471960859158,0.28413582726021197,9.485618,1.5968595,12.436489214155912,13.785366,2.6380424,80.4085447894526,13.99777457527367,17.65727386601165,27.28858898609327,,,,,,0.4519212805008379,0,1,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,2.7485618,,SURVIVOR_no_hgca_corroboration
4392798821280870912,orbital_pool,Orbital,473.0362343130413,0.32964942704655786,7.6946354,3.0529552,23.326818411350153,13.382171,2.7843552,42.86911238239969,14.180335717096169,15.448847411354471,19.6003009727223,,,,,,0.3638484002849723,0,0,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,2.56946354,PRESELECTED_SUBSTELLAR_BROAD,SURVIVOR_no_hgca_corroboration
4901802507993393664,orbital_pool,OrbitalTargetedSearch,476.3644470369194,0.27763401547610195,26.002378,2.0809088,22.431559162542534,9.113744,1.4656391,44.58004870521241,14.257829242093928,14.532659533419768,19.489814550275792,2729.0,HD 3221,9.534,K4Ve,0.9,1.0,0,0,true,false,true,false,1.6624773740768433,isolated_no_outer_body,SURVIVOR_no_hgca_corroboration,3.9002377999999998,,SURVIVOR_no_hgca_corroboration
2259699048817216256,orbital_pool,Orbital,484.26751011352394,0.1090980920094871,12.95946,1.5987817,9.466372600812115,13.137131,2.1275396,105.63708425275914,14.617177958763515,26.153546871332992,49.27967361548741,,,,,,0.5559094461542091,0,1,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,3.095946,,SURVIVOR_no_hgca_corroboration
3120450116011961984,orbital_pool,Orbital,834.5215955902077,0.4391291950805485,7.8020854,1.859244,10.424611138210857,12.814278,2.0432339,95.92683954747754,15.386206837740811,16.50382011343473,24.443637975153525,,,,,,0.567147744821967,0,1,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,2.58020854,,SURVIVOR_no_hgca_corroboration
1059462676944293376,orbital_pool,Orbital,737.5736978277166,0.5055335590243154,13.420525,1.4480616,8.976013501971424,14.69685,2.630867,111.40803206015315,15.400927106178269,15.647242876105047,20.73054274161385,,,,,,0.45265553706067757,0,1,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,3.1420525,,SURVIVOR_no_hgca_corroboration
2050702366781291776,orbital_pool,Orbital,803.0608836249045,0.5600641106092158,9.314831,1.4039643,11.57980627327444,16.438711,3.3634653,86.35723054434386,15.654369832920302,16.45593493388313,22.500466251101106,,,,,,0.18792749256255895,0,1,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,2.7314831,PRESELECTED_SUBSTELLAR_BROAD,SURVIVOR_no_hgca_corroboration
5437488554482255872,orbital_pool,Orbital,404.5245258282532,0.17025531618905798,15.676181,1.6241987,15.052145724024285,13.425362,2.5822935,66.43571078400666,15.903189185062564,16.58115800373701,23.509624418693214,,,,,,0.42649636099050586,0,1,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,3.3676181,,SURVIVOR_no_hgca_corroboration
5886146340127842816,orbital_pool,Orbital,480.7763094903441,0.22751674533573513,9.929676,1.4059105,12.91893679209551,15.461393,2.8728628,77.40575065061492,17.98438170210695,21.30286560301117,37.933413054017656,,,,,,0.19595435659351942,0,1,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,2.7929676,PRESELECTED_SUBSTELLAR_BROAD,SURVIVOR_no_hgca_corroboration
1336053176328998144,orbital_pool,Orbital,540.435887606291,0.1895074536481834,18.018093,1.8769461,12.0111438886214,14.327899,2.7488098,83.25601701827392,18.463385294523192,20.40947352374635,31.03710768275491,,,,,,0.41615415821835117,0,1,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,3.6018092999999998,,SURVIVOR_no_hgca_corroboration
1376250634245000704,orbital_pool,Orbital,512.6573649280319,0.4150327908056391,13.099836,1.7308222,16.913088262614867,15.887349,3.3861885,59.125807449986894,18.84387950646951,19.069380256991636,25.31544396863576,,,,,,0.1868340067543708,0,1,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,3.1099836,PRESELECTED_SUBSTELLAR_BROAD,SURVIVOR_no_hgca_corroboration
3925216795598987264,orbital_pool,Orbital,630.2153792405793,0.5388534792747544,18.863684,1.8764522,13.353049534864006,14.753142,2.8839483,74.88926011912562,18.9273611198182,19.174633318396154,25.237551556485563,,,,,,0.37546381353502495,0,1,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,3.6863683999999997,PRESELECTED_SUBSTELLAR_BROAD,SURVIVOR_no_hgca_corroboration
5565711440145909504,orbital_pool,Orbital,183.3078822600835,0.14500647626228375,24.324726,2.2145762,24.314395963476088,14.710888,3.1593342,41.12789811855296,19.48932758381753,21.138773025504648,35.026232189996826,,,,,,0.18874632222777493,0,0,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,4.2324725999999995,PRESELECTED_SUBSTELLAR_BROAD,SURVIVOR_no_hgca_corroboration
5138378549426676992,orbital_pool,Orbital,253.62556045225466,0.41076562677800504,24.217241,2.3997817,23.855806049543087,14.72054,3.1353855,41.918516520599944,19.500279936834982,19.830774151316824,24.977839549849815,,,,,,0.19216620885954436,0,0,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,4.221724099999999,PRESELECTED_SUBSTELLAR_BROAD,SURVIVOR_no_hgca_corroboration
619792131892273408,orbital_pool,Orbital,901.3261342963225,0.6654643510044389,15.436453,4.9959664,23.306062252745953,14.6661005,3.1765203,42.90729120841418,20.01338360933371,20.104753417838744,24.855063642230743,,,,,,0.25041582562831555,0,0,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,3.3436453000000004,PRESELECTED_SUBSTELLAR_BROAD,SURVIVOR_no_hgca_corroboration
5102726163341666560,orbital_pool,Orbital,583.8362494579509,0.3457822875055935,11.104318,1.7169895,8.27469249463483,13.708193,2.2199965,120.85041234443248,20.382100762957048,24.521136581715623,36.72470669801944,,,,,,0.4910676155824217,0,1,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,2.9104318,,SURVIVOR_no_hgca_corroboration
4976018031041457664,orbital_pool,Orbital,529.9046334473564,0.4776758379174531,12.658953,1.5545144,8.689419049270787,14.001108,2.2572327,115.08249220457604,21.360939241768037,21.645611905426126,27.279436569977992,,,,,,0.5011863540765962,0,1,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,3.0658953,PRESELECTED_SUBSTELLAR_BROAD,SURVIVOR_no_hgca_corroboration
5213765361595890304,orbital_pool,Orbital,347.7103731888674,0.27664524860091383,15.497063,2.9755206,23.42552331435018,13.492741,2.8377895,42.68848070460875,21.72453215624592,21.89806907580291,26.72200634786678,,,,,,0.3751357613395694,0,0,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,3.3497063000000002,PRESELECTED_SUBSTELLAR_BROAD,SURVIVOR_no_hgca_corroboration
3907239505606619776,orbital_pool,Orbital,397.63832890340524,0.4300855531539381,10.189785,1.5591618,12.099679539220096,14.369514,2.5337124,82.64681694738971,22.00919943770327,25.61922031318383,34.645849677377846,,,,,,0.36145384544273923,0,1,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,2.8189785,PRESELECTED_SUBSTELLAR_BROAD,SURVIVOR_no_hgca_corroboration
5039699889094430080,orbital_pool,Orbital,651.8740778635574,0.5176152499674501,14.207518,1.8444104,11.395325120941084,12.618668,2.0131216,87.75528467918033,22.06487726518712,22.736223440251187,30.267514669493018,,,,,,0.5667011416740064,0,1,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,3.2207518000000004,,SURVIVOR_no_hgca_corroboration
6319620720489927680,orbital_pool,Orbital,241.66511825471628,0.15651719936949746,19.221184,2.313623,20.863124406377285,12.6302595,2.389904,47.931459378842,22.096019680872676,25.978757323127144,50.54293594290817,,,,,,0.4627900086749141,0,0,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,3.7221184,PRESELECTED_SUBSTELLAR_BROAD,SURVIVOR_no_hgca_corroboration
2093075590711595648,orbital_pool,Orbital,322.9399094916097,0.29226692042325403,29.479998,2.07472,23.27144869036986,15.283491,3.5313616,42.97111079353723,22.134614397830426,22.751180188102452,26.63615972321909,,,,,,0.17946729300755485,0,0,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,4.7479998,,SURVIVOR_no_hgca_corroboration
6888630155507448704,orbital_pool,Orbital,308.0699240584761,0.43718109979266156,9.743104,1.7293637,14.167143967086494,15.5803795,2.9387465,70.58585712993586,22.172489295583784,24.913739533209057,33.430321741959474,,,,,,0.18088395799058846,0,1,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,2.7743104,PRESELECTED_SUBSTELLAR_BROAD,SURVIVOR_no_hgca_corroboration
