source_id,source_pool,nss_solution_type,period_d,eccentricity,significance,ruwe,parallax,phot_g_mean_mag,bp_rp,distance_pc,M_2_mjup_face_on,M_2_mjup_marginalized,M_2_2sigma_hi,HIP,Name,Vmag,SpType,snrPMaH2G2,M_host_msun_used,sahl_confirmed,tier_a,in_stefansson,documented_fp,ruwe_pass,nasa_exo_match,hgca_chisq,hgca_tier,v2_verdict,v2_score,sahl_verdict,v3_verdict,v4_verdict,hb_M2_msun,hb_method,hb_stellar_match,v5_verdict,hb_flux_ratio,trif_rv_scatter_mps,v6_verdict,hb_flux_ratio_v7,v7_verdict,ra,dec,pmra,pmdec,exoeu_match_v8,exoeu_match_name,exoeu_match_sep_arcsec,v8_verdict,v9_verdict,simbad_otype,wds_id,msc_id,visual_double_id,v9b_verdict,v10_verdict
5285046391188948608,orbital_pool,Orbital,595.0213196522114,0.3918977632267383,11.536713,1.7787181,5.869038832125462,10.93261,0.867671,170.38565063265256,80.77351428395305,81.5631434166086,101.89214629512318,,,,,,0.9526168335120071,0,1,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,1.9536713,PRESELECTED_SUBSTELLAR_BROAD,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,false,SURVIVOR_no_hgca_corroboration,,,SURVIVOR_no_hgca_corroboration,,SURVIVOR_no_hgca_corroboration,101.29684703109497,-65.93409490537297,8.457822995724829,-1.3808924384545684,false,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration
4676961210566943872,acceleration_pool,Acceleration9,,,45.39916,,8.384150666957142,,,119.27266573835675,,206.18529039544418,985.7791741327675,,,,,,,,,,false,true,false,,,SURVIVOR_no_hgca_corroboration,5.339916,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,false,SURVIVOR_no_hgca_corroboration,,,SURVIVOR_no_hgca_corroboration,,SURVIVOR_no_hgca_corroboration,63.19469496292805,-60.888260225574626,34.40472963574856,17.571514866586288,false,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration
2848109503945072384,orbital_pool,Orbital,308.19097659693256,0.40208735970994086,14.533009,1.8719662,11.099049601698738,15.438677,2.8167553,90.09780439641854,84.0967833771654,87.85571918924622,124.26652706819642,,,,,,0.31938182649351365,0,1,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,2.2533009,PRESELECTED_SUBSTELLAR_BROAD,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,false,SURVIVOR_no_hgca_corroboration,,,SURVIVOR_no_hgca_corroboration,,SURVIVOR_no_hgca_corroboration,0.6511258032578431,22.80282574836967,57.12476601596357,-66.61289280371687,false,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration
4693735978434973312,orbital_pool,Orbital,348.3808262926362,0.45354960118600657,9.329939,1.6503509,12.966489421044189,17.140814,3.4329357,77.12187682635461,62.00254097258835,63.999742101897326,90.76986865014415,,,,,,0.1480702943446265,0,1,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,2.7329939,PRESELECTED_SUBSTELLAR_BROAD,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,false,SURVIVOR_no_hgca_corroboration,,,SURVIVOR_no_hgca_corroboration,,SURVIVOR_no_hgca_corroboration,35.34706813842556,-69.41294172891553,-8.287036544577262,-117.96938147540814,false,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration
893170064459298816,acceleration_pool,Acceleration7,,,30.465372,,6.9078334558814385,,,144.7631889776648,,297.08921716723984,1410.1390462974382,,,,,,,,,,false,true,false,,,SURVIVOR_no_hgca_corroboration,3.8465371999999998,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,false,SURVIVOR_no_hgca_corroboration,,,SURVIVOR_no_hgca_corroboration,,SURVIVOR_no_hgca_corroboration,110.77001293045586,32.81945633895434,0.19508852101693197,-2.6513320528284554,false,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration
3343702309900910720,acceleration_pool,Acceleration7,,,33.005875,,5.160683497852877,,,193.77278230995063,,335.9851743496804,1549.7178626050286,,,,,,,,,,false,true,false,,,SURVIVOR_no_hgca_corroboration,4.1005875,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,false,SURVIVOR_no_hgca_corroboration,,,SURVIVOR_no_hgca_corroboration,,SURVIVOR_no_hgca_corroboration,89.48385022705796,13.343788652814974,0.09231492620445773,-20.679980910853853,false,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration
5861491539871566464,acceleration_pool,Acceleration7,,,46.373936,,5.181633475464573,,,192.9893352617617,,290.7924832229695,1410.3717509342555,,,,,,,,,,false,true,false,,,SURVIVOR_no_hgca_corroboration,5.4373936,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,false,SURVIVOR_no_hgca_corroboration,,,SURVIVOR_no_hgca_corroboration,,SURVIVOR_no_hgca_corroboration,192.78692306635855,-65.69267721672206,24.486840215018077,-37.70657924214821,false,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration
2323342496979715968,acceleration_pool,Acceleration7,,,20.031586,,5.045460699849122,,,198.19795643832956,,212.55578180122865,1029.5025948697269,,,,,,,,,,false,true,false,,,SURVIVOR_no_hgca_corroboration,2.8031585999999997,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,false,SURVIVOR_no_hgca_corroboration,,,SURVIVOR_no_hgca_corroboration,,SURVIVOR_no_hgca_corroboration,6.25778302613461,-26.566487562495887,-45.04452530009671,-17.390167286337714,false,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration
2776849158916049792,acceleration_pool,Acceleration7,,,20.36879,,5.5335496773599875,,,180.71582588142445,,289.87804375584284,1392.2748995403101,,,,,,,,,,false,true,false,,,SURVIVOR_no_hgca_corroboration,2.8368789999999997,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,false,SURVIVOR_no_hgca_corroboration,,,SURVIVOR_no_hgca_corroboration,,SURVIVOR_no_hgca_corroboration,13.008237424035503,13.351977762934236,19.819384170827853,-1.5313476023018726,false,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration
1028090449107993216,orbital_pool,Orbital,342.3365438835215,0.2643389202904831,13.167935,2.7674632,8.650145828160577,8.626539,0.69136715,115.60498746096243,130.34107045058073,138.76445209698997,214.17765239961963,41672.0,HD 71450,8.758,F8,0.86,1.337894172061329,0,0,false,false,true,false,6.60203742980957,CORROBORATED_real_companion,CORROBORATED_real_companion,4.1167935,,CORROBORATED_real_companion,CORROBORATED_real_companion,,,false,CORROBORATED_real_companion,,,CORROBORATED_real_companion,,CORROBORATED_real_companion,127.43877853721948,50.666545235605994,2.391676422387437,-1.245630942105602,false,,,CORROBORATED_real_companion,CORROBORATED_real_companion,*,,,,CORROBORATED_real_companion,CORROBORATED_real_companion
1449384684525736576,acceleration_pool,Acceleration7,,,22.133093,,12.647244255737593,,,79.06860813147784,,213.5567334626335,1020.1143271867269,,,,,,,,,,false,true,false,,,SURVIVOR_no_hgca_corroboration,3.0133092999999995,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,false,SURVIVOR_no_hgca_corroboration,,,SURVIVOR_no_hgca_corroboration,,SURVIVOR_no_hgca_corroboration,200.75756802150372,27.579808731903867,-50.140765716992235,-128.54863895233876,false,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration
2608816741077657728,acceleration_pool,Acceleration7,,,21.641672,,6.446301966006062,,,155.1277003890605,,251.0211017521848,1236.175325465092,,,,,,,,,,false,true,false,,,SURVIVOR_no_hgca_corroboration,2.9641672,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,false,SURVIVOR_no_hgca_corroboration,,,SURVIVOR_no_hgca_corroboration,,SURVIVOR_no_hgca_corroboration,338.8646373095712,-10.157379534357991,-27.570502944977193,3.313774648918714,false,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration
2007818737548134912,acceleration_pool,Acceleration7,,,60.932133,,7.538772519520905,,,132.64758916794466,,319.6611635863861,1538.5173855617895,,,,,,,,,,false,true,false,,,SURVIVOR_no_hgca_corroboration,5.8,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,false,SURVIVOR_no_hgca_corroboration,,,SURVIVOR_no_hgca_corroboration,,SURVIVOR_no_hgca_corroboration,336.63860382190774,57.36088990969938,-5.973092882049492,-25.264404780122373,false,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration
5121490463140662400,orbital_pool,Orbital,607.2549852480724,0.36483770287196704,9.990129,1.5055258,4.189326600338913,15.257127,2.4148273,238.7018476714374,61.32623726131436,64.49704495587207,95.57937270109272,,,,,,0.492550575264462,0,1,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,2.7990129,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,false,SURVIVOR_no_hgca_corroboration,,,SURVIVOR_no_hgca_corroboration,,SURVIVOR_no_hgca_corroboration,31.805069414553643,-24.726997732173146,57.79478293103319,-13.293619420665603,false,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration
5592016499933455488,acceleration_pool,Acceleration7,,,24.208942,,8.0611982691336,,,124.05103641092775,,114.04581645755385,558.2716291148768,,,,,,,,,,false,true,false,,,SURVIVOR_no_hgca_corroboration,3.2208942,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,false,SURVIVOR_no_hgca_corroboration,,,SURVIVOR_no_hgca_corroboration,,SURVIVOR_no_hgca_corroboration,113.94605696158902,-32.784839769006716,-71.8483750607828,161.1755383398186,false,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration
1358628933185122816,acceleration_pool,Acceleration7,,,20.900331,,5.1030384590758,,,195.9616820487588,,194.56149321521622,929.0273776693133,,,,,,,,,,false,true,false,,,SURVIVOR_no_hgca_corroboration,2.8900331,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,false,SURVIVOR_no_hgca_corroboration,,,SURVIVOR_no_hgca_corroboration,,SURVIVOR_no_hgca_corroboration,256.61719706543846,44.9462880980696,4.253968730311042,14.684244343030954,false,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration
5612039087715504640,orbital_pool,Orbital,592.3226623843939,0.214280288313668,55.037014,4.72234,30.8707834331126,13.905598,2.9738855,32.39308785819088,10.74296212744235,10.873716365362935,13.34210288268229,,,,,,0.18096434480344492,0,0,true,false,true,false,,,SURVIVOR_no_hgca_corroboration,6.5,PRESELECTED_SUBSTELLAR_BROAD,SURVIVOR_no_hgca_corroboration,REJECTED_sb2_low_face_on_no_corroboration,,,false,REJECTED_sb2_low_face_on_no_corroboration,,,REJECTED_sb2_low_face_on_no_corroboration,,REJECTED_sb2_low_face_on_no_corroboration,112.28993475107768,-27.489801672924486,47.423585629734006,3.6255130245586957,false,,,REJECTED_sb2_low_face_on_no_corroboration,REJECTED_sb2_low_face_on_no_corroboration,,,,,REJECTED_sb2_low_face_on_no_corroboration,REJECTED_sb2_low_face_on_no_corroboration
5223909215357883520,orbital_pool,Orbital,162.8926253363128,0.530552163640864,19.200632,2.192842,12.678550437737712,15.776422,2.9931145,78.87337002055845,61.34244105220649,65.44931604285041,83.67920008829824,,,,,,0.24977212511177602,0,0,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,3.7200632,PRESELECTED_SUBSTELLAR_BROAD,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,false,SURVIVOR_no_hgca_corroboration,,,SURVIVOR_no_hgca_corroboration,,SURVIVOR_no_hgca_corroboration,133.6262886875163,-68.28016092867689,-48.869738110329685,19.557269338664085,false,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration
4821996449357086464,acceleration_pool,Acceleration7,,,21.696667,,5.107671762036876,,,195.78392006952546,,211.37826337090422,1006.936644517316,,,,,,,,,,false,true,false,,,SURVIVOR_no_hgca_corroboration,2.9696667,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,false,SURVIVOR_no_hgca_corroboration,,,SURVIVOR_no_hgca_corroboration,,SURVIVOR_no_hgca_corroboration,82.72851240542374,-35.71873650442013,3.1183630727878295,-32.678162644050424,false,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration
39163474607448192,orbital_pool,Orbital,605.5233006540747,0.25906021288961373,87.62777,15.231374,22.12488649734972,13.77109,2.9686556,45.19797198145117,72.14836684379935,73.98785706549964,87.06148298777723,,,,,,0.36197184253521675,0,0,false,false,false,false,,,REJECTED_ruwe_quality,-10.0,,REJECTED_ruwe_quality,REJECTED_ruwe_quality,,,false,REJECTED_ruwe_quality,,,REJECTED_ruwe_quality,,REJECTED_ruwe_quality,60.248464510952175,14.345864861471355,128.23816554333953,-14.906157104815103,false,,,REJECTED_ruwe_quality,REJECTED_ruwe_quality,,,,,REJECTED_ruwe_quality,REJECTED_ruwe_quality
1893353461049615744,acceleration_pool,Acceleration7,,,22.444204,,5.592047294593207,,,178.82538314131781,,234.33339797089397,1210.8865340224086,,,,,,,,,,false,true,false,,,SURVIVOR_no_hgca_corroboration,3.0444204,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,false,SURVIVOR_no_hgca_corroboration,,,SURVIVOR_no_hgca_corroboration,,SURVIVOR_no_hgca_corroboration,332.8827894970064,28.31090869636717,15.339418769523938,-10.002393115098707,false,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration
2540523015860284032,acceleration_pool,Acceleration7,,,34.204388,,7.012404463447947,,,142.60443835099431,,335.95541497446754,1657.6250768279647,,,,,,,,,,false,true,false,,,SURVIVOR_no_hgca_corroboration,4.2204388,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,false,SURVIVOR_no_hgca_corroboration,,,SURVIVOR_no_hgca_corroboration,,SURVIVOR_no_hgca_corroboration,5.298193570226819,-3.238995778177092,46.42094520886344,4.5699347829946575,false,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration
5721688292802947840,orbital_pool,Orbital,741.4304875210324,0.5312810541210686,43.945316,8.344591,12.932415597526909,12.146289,1.8686857,77.32507453528109,72.77068539862627,72.84994745423828,82.54827241932884,,,,,,0.6301362405544099,0,0,false,false,false,false,,,REJECTED_ruwe_quality,-10.0,PRESELECTED_SUBSTELLAR_BROAD,REJECTED_ruwe_quality,REJECTED_ruwe_quality,,,false,REJECTED_ruwe_quality,,,REJECTED_ruwe_quality,,REJECTED_ruwe_quality,123.63617728588802,-15.560533729433377,-54.28067341918637,-16.84805644628369,false,,,REJECTED_ruwe_quality,REJECTED_ruwe_quality,,,,,REJECTED_ruwe_quality,REJECTED_ruwe_quality
1416627381276581888,acceleration_pool,Acceleration9,,,29.767237,,5.03638649546691,,,198.55505547480675,,338.9324931045593,1538.534404729611,,,,,,,,,,false,true,false,,,SURVIVOR_no_hgca_corroboration,3.7767237,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,false,SURVIVOR_no_hgca_corroboration,,,SURVIVOR_no_hgca_corroboration,,SURVIVOR_no_hgca_corroboration,265.2729184919623,53.07046471794925,-21.237190535631555,50.8182416967553,false,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration
5699689921293366400,orbital_pool,Orbital,466.8002021809324,0.6183803640814587,8.9620495,1.8261269,3.5976053555669205,13.539854,1.3962917,277.96267271300445,108.85240997668288,114.6288917567848,144.98105561440383,,,,,,0.7575752881507982,0,1,false,false,true,false,,,SURVIVOR_no_hgca_corroboration,1.6962049499999998,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,false,SURVIVOR_no_hgca_corroboration,,,SURVIVOR_no_hgca_corroboration,,SURVIVOR_no_hgca_corroboration,122.5892443918957,-23.11851301757302,-9.512582057301522,28.410262447685014,false,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration
4311720455935705088,acceleration_pool,Acceleration9,,,21.425907,,6.963462164421792,,,143.60672556092427,,278.7474653864955,1418.264727192074,,,,,,,,,,false,true,false,,,SURVIVOR_no_hgca_corroboration,2.9425907,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,false,SURVIVOR_no_hgca_corroboration,,,SURVIVOR_no_hgca_corroboration,,SURVIVOR_no_hgca_corroboration,283.9414284470301,10.294792463981848,6.767560251096994,27.786956689789594,false,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration
4986778745182757760,acceleration_pool,Acceleration7,,,35.713463,,6.264470656774001,,,159.63040690735195,,184.2810347250174,889.4483153803179,,,,,,,,,,false,true,false,,,SURVIVOR_no_hgca_corroboration,4.371346299999999,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,false,SURVIVOR_no_hgca_corroboration,,,SURVIVOR_no_hgca_corroboration,,SURVIVOR_no_hgca_corroboration,13.20705564318146,-42.09098821771476,6.221720707931833,-11.292497848363887,false,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration
2409787784782468864,acceleration_pool,Acceleration7,,,21.244566,,5.5980117020493205,,,178.63485344875573,,211.22247129370288,1044.5586098468798,,,,,,,,,,false,true,false,,,SURVIVOR_no_hgca_corroboration,2.9244565999999996,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,false,SURVIVOR_no_hgca_corroboration,,,SURVIVOR_no_hgca_corroboration,,SURVIVOR_no_hgca_corroboration,345.03639388963035,-15.784404951317029,95.23347590662382,28.753520004793398,false,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration,,,,,SURVIVOR_no_hgca_corroboration,SURVIVOR_no_hgca_corroboration
