sdss_id,gaia_dr3_source_id,ra,dec,g_mag,bp_mag,rp_mag,plx,classification,p_da,teff,logg,snr,bp_rp,FUVmag,e_FUVmag,NUVmag,e_NUVmag,fuv_nuv,M_G,locus,locus_sd,resid,sig
79656677,3776918275016618112,161.5404,-5.304307,16.81869,16.74485,16.98729,12.10182,DC/DQ,0.1448206,-9999.0,-9999.0,77.96796,-0.242440000000002,17.2087,0.06,16.414,0.0159,0.7946999999999989,12.232943445184944,-0.2311999999999994,0.13321161000000292,1.0258999999999983,6.980665424955136
58804953,1046096871862877184,149.346,57.23053,17.88324,17.84357,17.95421,5.617953,DB:,0.02354838,-9999.0,-9999.0,8.856623,-0.11064,18.7561,0.0943,17.8651,0.0438,0.8909999999999982,11.631130507786294,-0.10844999999999949,0.1407728699999998,0.9994499999999977,5.710869587798634
60770326,1355625376655941120,250.6683,39.29209,18.72213,18.71265,18.89967,3.776322,DBA,0.03468361,-9999.0,-9999.0,56.88504,-0.1870200000000004,19.7395,0.1452,18.9122,0.059,0.827300000000001,11.60747509346508,-0.14999999999999858,0.15092868000000642,0.9772999999999996,4.491564995992346
111987580,6659930190744139136,291.1798,-48.12901,15.76463,15.72533,15.8415,14.05492,DB,0.01657609,-9999.0,-9999.0,31.83928,-0.1161700000000003,16.6408,0.0265,15.7958,0.0086,0.8449999999999989,11.503771889824936,-0.10844999999999949,0.1407728699999998,0.9534499999999984,6.64409585102399
116702736,315421848463059712,23.32561,31.18208,17.64095,17.59864,17.70407,5.014137,DB,0.0,-9999.0,-9999.0,46.99262,-0.1054300000000019,18.1292,0.0576,17.2854,0.0271,0.8438000000000017,11.141930979514242,-0.10844999999999949,0.1407728699999998,0.9522500000000012,6.1635697366065045
79788916,3802622073735216128,162.136,-2.020279,15.74182,15.69502,15.80957,13.83838,DB,2.31307e-05,-9999.0,-9999.0,36.11627,-0.1145500000000012,16.6508,0.0387,15.8189,0.0085,0.831900000000001,11.447246260487987,-0.10844999999999949,0.1407728699999998,0.9403500000000005,6.430062495226479
78782051,3620511092403288448,209.3042,-6.097822,18.30333,18.30169,18.43332,4.363669,DB,0.01729495,-9999.0,-9999.0,19.45775,-0.1316299999999977,19.2265,0.1155,18.4039,0.0379,0.8226000000000013,11.502589001830138,-0.10844999999999949,0.1407728699999998,0.9310500000000008,5.005814388339827
64032019,1838948899858886400,312.6171,21.83229,18.47398,18.42414,18.63013,3.393779,DB:,0.02793692,-9999.0,-9999.0,13.59964,-0.2059899999999999,18.9086,0.0942,18.211,0.0422,0.6976000000000013,11.127397790077008,-0.2311999999999994,0.13321161000000292,0.9288000000000007,5.511432161949897
55951739,606956776747174016,135.8803,14.01364,16.24259,16.19278,16.31568,10.5432,DB,8.245722e-07,-9999.0,-9999.0,54.5762,-0.1229000000000013,17.0312,0.0359,16.2569,0.0163,0.7742999999999967,11.357452224884632,-0.10844999999999949,0.1407728699999998,0.8827499999999961,6.038376861200933
70974953,2672012404540190976,322.6285,-4.635728,17.64536,17.60234,17.71989,5.549527,DB,0.02972803,-9999.0,-9999.0,20.17103,-0.1175499999999978,18.4262,0.0981,17.6538,0.0415,0.7724000000000011,11.36663984350169,-0.10844999999999949,0.1407728699999998,0.8808500000000006,4.989801829397418
57829633,906772187229375104,119.5813,35.74525,18.37265,18.32914,18.53937,6.181454,DA:,0.4098867,-9999.0,-9999.0,11.43804,-0.2102300000000028,18.6132,0.0895,17.9719,0.0322,0.6412999999999975,12.328103208700101,-0.2311999999999994,0.13321161000000292,0.872499999999997,5.330395574513067
79904869,3825710576672661888,143.7876,-3.044392,18.63915,18.60075,18.76239,4.479453,DB/DBA,0.0205266,-9999.0,-9999.0,16.69568,-0.1616399999999984,19.4623,0.0909,18.7448,0.0477,0.7174999999999976,11.895274920899704,-0.14999999999999858,0.15092868000000642,0.8674999999999962,4.752617328995407
114554634,6886051830805052288,312.83,-16.29738,17.54799,17.41447,17.80948,5.340784,DC/DA,0.1408234,-9999.0,-9999.0,18.4601,-0.3950099999999992,17.2208,0.0359,16.795,0.0201,0.42579999999999885,11.186015069676223,-0.4347499999999993,0.08094995999999832,0.8605499999999981,9.476804509571437
55577293,540893067271579136,45.86681,68.49805,16.85964,16.81968,16.93698,6.901382,DBA:,0.1068133,-9999.0,-9999.0,24.54945,-0.1172999999999966,17.5774,0.0617,16.8271,0.0288,0.7502999999999993,11.054320334030866,-0.10844999999999949,0.1407728699999998,0.8587499999999988,5.491585345934771
110077672,6407768503265770880,335.7514,-59.95004,16.27182,16.21943,16.33061,10.28566,DB,0.0001726113,-9999.0,-9999.0,46.49433,-0.1111800000000009,17.0436,0.046,16.3021,0.0219,0.741500000000002,11.332980821505988,-0.10844999999999949,0.1407728699999998,0.8499500000000015,5.6773693939380845
56368209,671508966976840576,115.7234,18.88485,17.89904,17.86536,18.05904,4.665637,DB,0.002001649,-9999.0,-9999.0,26.66845,-0.1936800000000005,18.5693,0.0663,17.8695,0.0333,0.6997999999999998,11.24359473205127,-0.14999999999999858,0.15092868000000642,0.8497999999999983,5.05296111193325
98335239,5479264155180149760,104.2222,-61.42099,17.99216,17.95309,18.12819,4.619155,DB/DBA,0.04323935,-9999.0,-9999.0,12.57091,-0.1751000000000004,18.5835,0.0635,17.8904,0.0302,0.6931000000000012,11.3149726782118,-0.14999999999999858,0.15092868000000642,0.8430999999999997,5.063526087749855
110140856,6415613931048700288,291.2193,-73.76307,17.2222,17.17508,17.29361,7.163199,DB,0.01760069,-9999.0,-9999.0,17.97603,-0.1185299999999998,18.193,0.086,17.4585,0.0353,0.7345000000000006,11.497735082054042,-0.10844999999999949,0.1407728699999998,0.8429500000000001,4.996792365868447
57820494,905370726516920704,121.5486,33.74041,16.302,16.25278,16.39961,9.980706,DB/DBA,0.005218618,-9999.0,-9999.0,55.42307,-0.1468299999999978,17.0324,0.0451,16.3006,0.0143,0.7317999999999998,11.297806314182168,-0.10844999999999949,0.1407728699999998,0.8402499999999993,5.657832136691436
70354011,2545579360599665792,4.426767,0.69359,17.04672,17.00523,17.11464,7.876812,DB/DC,0.05146313,-9999.0,-9999.0,59.5541,-0.1094100000000004,17.7142,0.0416,16.9876,0.0187,0.7266000000000012,11.52847240029507,-0.10844999999999949,0.1407728699999998,0.8350500000000007,5.643099174046253
61242790,1427748696577856512,242.7259,52.19381,18.55975,18.50468,18.77002,3.197526,DBA,0.00822782,-9999.0,-9999.0,38.34346,-0.2653399999999983,18.829,0.0868,18.3173,0.0262,0.5117000000000012,11.083820422689536,-0.30079999999999885,0.12424188000000014,0.8125,5.282579738494023
69345148,2323935404329419776,354.0577,-35.01756,17.51604,17.46209,17.63146,5.760946,DBA,0.006821423,-9999.0,-9999.0,28.05979,-0.1693700000000007,18.0613,0.0741,17.4027,0.0348,0.6585999999999999,11.318509022017086,-0.14999999999999858,0.15092868000000642,0.8085999999999984,4.709342759399667
74497796,3089539197724771456,124.1164,0.8414053,18.34303,18.29392,18.46687,3.604486,DB,0.004389084,-9999.0,-9999.0,17.9303,-0.1729500000000001,18.816,0.0831,18.164,0.0411,0.6519999999999975,11.127246715209191,-0.14999999999999858,0.15092868000000642,0.801999999999996,4.527802131845042
67823515,2141924104893160576,291.6046,56.43127,16.63738,16.58373,16.71239,8.474654,DB,0.0,-9999.0,-9999.0,54.19735,-0.12866,17.2526,0.0399,16.5626,0.0189,0.6900000000000013,11.277989880122977,-0.10844999999999949,0.1407728699999998,0.7984500000000008,5.411980320943187
56394335,673996337156923392,120.1411,21.49273,17.49631,17.45825,17.62982,5.736897,DBA,0.00682497,-9999.0,-9999.0,35.21861,-0.1715699999999991,17.872,0.0672,17.2241,0.0311,0.6478999999999999,11.289695263240693,-0.14999999999999858,0.15092868000000642,0.7978999999999985,4.746167389849345
80034437,3849541460412468224,147.1103,4.125027,17.06198,17.03423,17.15242,7.586511,DBA,0.004231195,-9999.0,-9999.0,39.2042,-0.1181899999999984,17.8247,0.0477,17.1415,0.0208,0.6831999999999994,11.462190459304242,-0.10844999999999949,0.1407728699999998,0.7916499999999989,5.274745158131701
95077848,5208047381438507520,113.7671,-79.73634,16.56434,16.43245,16.84028,10.37596,DA:,0.4568548,72177.88,8.750557,23.4724,-0.4078300000000006,15.9519,0.018,15.6367,0.0097,0.3152000000000008,11.64448144422902,-0.47579999999999956,0.08554602000000078,0.7910000000000004,8.993159898352488
56045622,623516310919459584,151.6458,18.21251,18.0349,18.04874,18.22266,4.36077,DB,0.0001893321,-9999.0,-9999.0,22.04807,-0.1739200000000025,18.5333,0.074,17.8923,0.0354,0.6410000000000018,11.232715906463923,-0.14999999999999858,0.15092868000000642,0.7910000000000004,4.604706842651277
86412098,4217709115044079872,306.0397,-6.701008,17.88027,17.86219,17.97532,5.591784,DB:,0.03659094,-9999.0,-9999.0,18.32036,-0.1131300000000017,18.7191,0.0531,18.0366,0.0268,0.682500000000001,11.618021935451472,-0.10844999999999949,0.1407728699999998,0.7909500000000005,5.175597335408983
94867342,5173108509679603968,44.24368,-9.890147,18.31913,18.30912,18.44538,3.578409,DB,0.002009402,-9999.0,-9999.0,22.99496,-0.13626,18.9376,0.0792,18.2622,0.0404,0.6753999999999998,11.087579887265857,-0.10844999999999949,0.1407728699999998,0.7838499999999993,4.7078459390954865
114560419,6886854959624929792,312.8947,-14.90721,18.11572,18.09079,18.22047,4.498674,DBA,0.03998964,-9999.0,-9999.0,18.19385,-0.1296800000000004,18.8677,0.0812,18.2037,0.0381,0.6639999999999979,11.381142614048738,-0.10844999999999949,0.1407728699999998,0.7724499999999974,4.62768550273196
116633332,303732635405653760,24.50516,31.0551,18.38374,18.37374,18.49235,4.114134,DBA,0.01532699,-9999.0,-9999.0,25.79025,-0.1186099999999967,19.0497,0.0777,18.386,0.0379,0.6637000000000022,11.455132164203386,-0.10844999999999949,0.1407728699999998,0.7721500000000017,4.674060513043792
61250417,1428798661462755968,241.3435,53.37235,18.56365,18.52724,18.66803,3.328805,DB,6.577595e-06,-9999.0,-9999.0,32.77973,-0.1407900000000026,19.003,0.095,18.3462,0.0296,0.6568000000000005,11.175091775566454,-0.10844999999999949,0.1407728699999998,0.76525,4.439073881056094
110699598,6477019211621284608,317.6387,-50.57725,18.65863,18.64094,18.80572,3.431035,DB:,0.02426847,-9999.0,-9999.0,9.505569,-0.1647800000000003,19.306,0.0833,18.6912,0.0429,0.6148000000000025,11.33575574159147,-0.14999999999999858,0.15092868000000642,0.764800000000001,4.305145854787495
104223539,5911694935862150016,269.525,-60.70193,15.26797,15.20528,15.3666,15.32697,DBA,0.0111766,-9999.0,-9999.0,51.14886,-0.1613199999999999,15.7828,0.0206,15.169,0.0105,0.6137999999999995,11.195251536716942,-0.14999999999999858,0.15092868000000642,0.763799999999998,5.002309353754491
55889861,597858043149887488,130.7684,8.544785,17.36533,17.30991,17.49035,5.321485,DB,0.004959416,-9999.0,-9999.0,30.33663,-0.1804400000000008,17.8098,0.0504,17.1962,0.0232,0.6135999999999981,10.995494211579913,-0.14999999999999858,0.15092868000000642,0.7635999999999967,4.748643600087346
92705324,4789784400795559424,70.97239,-46.35653,18.41218,18.39197,18.52292,3.576155,DB,0.0002990818,-9999.0,-9999.0,22.00953,-0.1309499999999985,18.9921,0.1164,18.3396,0.057,0.6524999999999999,11.179261670006781,-0.10844999999999949,0.1407728699999998,0.7609499999999993,3.9767366687175656
70345032,2544024582438777088,8.652843,0.5279904,18.65991,18.61777,18.79025,3.482189,DB,0.0,-9999.0,-9999.0,51.93573,-0.1724800000000002,19.1924,0.0728,18.582,0.0401,0.6103999999999985,11.369171696384303,-0.14999999999999858,0.15092868000000642,0.7603999999999971,4.413230767869378
92999385,4831562024423700736,59.3101,-48.30738,18.24757,18.20609,18.41088,4.150819,DB,0.01081527,-9999.0,-9999.0,21.237,-0.2047899999999991,18.6108,0.0728,18.0863,0.0367,0.5244999999999997,11.338238980051994,-0.2311999999999994,0.13321161000000292,0.7556999999999992,4.8386605448348
116687287,312601257539835008,14.46551,31.04192,17.98132,17.94618,18.05037,5.186707,DBA,0.02741706,-9999.0,-9999.0,30.77285,-0.1041900000000026,18.7379,0.0955,18.1013,0.0441,0.6366000000000014,11.555778575733017,-0.10844999999999949,0.1407728699999998,0.7450500000000009,4.239672218579929
112058197,6665716645561991424,299.7694,-52.62797,17.49576,17.43961,17.59327,5.506826,DB:,0.04731026,-9999.0,-9999.0,27.88198,-0.1536600000000021,17.9058,0.0493,17.3171,0.0238,0.5886999999999993,11.200266771153741,-0.14999999999999858,0.15092868000000642,0.7386999999999979,4.601050475482291
90141774,4544221393697482496,255.3578,12.55959,18.58775,18.54048,18.72358,3.649617,DB,0.03072969,-9999.0,-9999.0,12.22654,-0.1830999999999996,19.2151,0.1071,18.6269,0.0454,0.5882000000000005,11.398986454454896,-0.14999999999999858,0.15092868000000642,0.7381999999999991,3.8739563070240943
63269363,1774064691477527680,327.2978,18.4306,17.49375,17.43859,17.59211,5.478279,DB,0.007031413,-9999.0,-9999.0,14.32525,-0.1535200000000003,18.0191,0.066,17.4326,0.0336,0.5865000000000009,11.186970732027596,-0.14999999999999858,0.15092868000000642,0.7364999999999995,4.38079229567026
60788562,1358181839974037760,253.8417,43.6106,18.29685,18.26015,18.39358,4.177681,DB,0.0004498826,-9999.0,-9999.0,11.33873,-0.1334300000000006,18.9454,0.123,18.3217,0.0564,0.6236999999999995,11.401526374931693,-0.10844999999999949,0.1407728699999998,0.732149999999999,3.7495916383727783
86497097,4226170578574579968,309.0026,-1.539673,18.49257,18.46695,18.58143,3.7696,DB,0.006523205,-9999.0,-9999.0,12.6466,-0.1144800000000003,19.2424,0.0933,18.6207,0.0466,0.6217000000000006,11.374046343854944,-0.10844999999999949,0.1407728699999998,0.7301500000000001,4.167630710871056
79298764,3707633821103121280,187.4842,4.111076,17.45879,17.40058,17.57397,5.829105,DB,0.0189811,-9999.0,-9999.0,14.67414,-0.1733899999999977,17.8916,0.0531,17.3121,0.0241,0.5794999999999995,11.286799391805573,-0.14999999999999858,0.15092868000000642,0.729499999999998,4.508596992331444
92106442,4701041266832508928,30.99442,-63.1344,16.9657,16.89889,17.09982,6.175852,DB,0.002515767,-9999.0,-9999.0,20.03819,-0.2009299999999996,17.1074,0.0473,16.6098,0.0197,0.4975999999999985,10.91918439943513,-0.2311999999999994,0.13321161000000292,0.7287999999999979,5.106287325986304
89486050,4482755017214070656,271.2202,10.48908,17.1522,17.11204,17.21594,6.921557,DB,0.006947432,-9999.0,-9999.0,25.47771,-0.1038999999999994,17.8581,0.0525,17.2478,0.0188,0.6102999999999987,11.353218998618779,-0.10844999999999949,0.1407728699999998,0.7187499999999982,4.7468681575871265
111168550,6545602726871602304,341.3204,-40.3627,18.38235,18.33875,18.56286,3.517598,DB,0.0001997321,-9999.0,-9999.0,18.19437,-0.2241099999999996,18.5416,0.0746,18.059,0.0247,0.4825999999999979,11.11358102842496,-0.2311999999999994,0.13321161000000292,0.7137999999999973,4.6152014581542975
111751532,6641294185910521728,298.8864,-54.47536,18.58403,18.576,18.74871,3.748401,DA,0.9590304,15090.66,7.66388,13.46908,-0.1727099999999986,19.5102,0.1062,18.9495,0.0553,0.5607000000000006,11.453260225341786,-0.14999999999999858,0.15092868000000642,0.7106999999999992,3.6889753496360647
110534880,6458124276095799552,314.3628,-54.8654,18.66814,18.61913,18.79668,3.613449,DB/DBA,0.04678831,-9999.0,-9999.0,9.446819,-0.1775500000000001,19.1633,0.1166,18.603,0.0333,0.560299999999998,11.457749647456534,-0.14999999999999858,0.15092868000000642,0.7102999999999966,3.668760268150317
58883879,1061142833791049344,173.5166,69.19202,16.86891,16.81578,16.9801,7.347448,DBA,0.03541741,-9999.0,-9999.0,21.78082,-0.16432,17.291,0.0466,16.7318,0.0229,0.5592000000000006,11.19959260564365,-0.14999999999999858,0.15092868000000642,0.7091999999999992,4.44332326267136
63594729,1811277250201563392,311.3398,17.2536,17.60221,17.53579,17.66624,5.379435,DB,0.0001697282,-9999.0,-9999.0,33.39178,-0.1304499999999997,18.0999,0.062,17.4993,0.0318,0.6006,11.255893321391687,-0.10844999999999949,0.1407728699999998,0.7090499999999995,4.514114416605515
101211212,5719723160586005888,124.6488,-18.54525,16.23353,16.17374,16.33971,11.40778,DBA,0.01847921,-9999.0,-9999.0,31.81157,-0.1659700000000015,16.6593,0.028,16.1015,0.0166,0.5578000000000003,11.519535685914079,-0.14999999999999858,0.15092868000000642,0.7077999999999989,4.584228961909214
64435969,1877767089156296448,340.2002,25.94903,17.90688,17.85926,18.0912,4.506864,DB,8.862464e-05,-9999.0,-9999.0,29.84046,-0.2319400000000016,18.2422,0.0595,17.7703,0.0342,0.47190000000000154,11.176252264572003,-0.2311999999999994,0.13321161000000292,0.703100000000001,4.692004407325823
58877059,1059813966613817344,159.2927,66.53352,17.36756,17.32319,17.45232,6.417762,DB:,0.01723755,-9999.0,-9999.0,14.12571,-0.1291299999999999,18.0175,0.0662,17.4279,0.0321,0.5895999999999972,11.40447803715109,-0.10844999999999949,0.1407728699999998,0.6980499999999967,4.394699549385951
79392507,3724179611379104640,211.4815,11.06022,18.51078,18.50238,18.63174,3.446316,DB,0.03129647,-9999.0,-9999.0,15.65994,-0.1293600000000019,18.9965,0.1151,18.4097,0.0449,0.5868000000000002,11.197555481584878,-0.10844999999999949,0.1407728699999998,0.6952499999999997,3.7119736587502143
62865190,1722146680126114560,224.123,81.9487,14.81055,14.74626,14.9102,18.66379,DB,0.0001908811,-9999.0,-9999.0,37.43727,-0.1639400000000002,15.1981,0.0149,14.6544,0.007,0.5436999999999994,11.165549196236054,-0.14999999999999858,0.15092868000000642,0.693699999999998,4.569111341665902
63005569,1742547431184160256,323.7329,10.68781,18.54907,18.49005,18.69195,3.139824,DB/DBA,0.03001743,-9999.0,-9999.0,8.52085,-0.2018999999999984,18.7306,0.0929,18.2744,0.0511,0.45619999999999905,11.03359652385167,-0.2311999999999994,0.13321161000000292,0.6873999999999985,4.037460108107422
76081179,3248533904860189568,51.24101,-4.956754,18.21538,18.18279,18.30479,4.572555,DB,0.006503229,-9999.0,-9999.0,17.87378,-0.1219999999999998,18.9509,0.1147,18.3786,0.0587,0.572300000000002,11.516174689990876,-0.10844999999999949,0.1407728699999998,0.6807500000000015,3.567179371513807
70288657,2534148150521389440,20.45051,-0.1819899,16.3835,16.32482,16.48916,8.96731,DB,0.0,-9999.0,-9999.0,95.12525,-0.1643399999999992,16.7669,0.0274,16.2365,0.0155,0.5304000000000002,11.146810917916085,-0.14999999999999858,0.15092868000000642,0.6803999999999988,4.413116187627379
86744105,4249682019826615296,303.6931,6.806728,17.72765,17.70818,17.81637,5.601421,DB,0.007012342,-9999.0,-9999.0,19.75977,-0.1081900000000004,18.4147,0.0545,17.8501,0.0203,0.5645999999999987,11.469141076257205,-0.10844999999999949,0.1407728699999998,0.6730499999999981,4.4188524982444495
93478118,4910330835575403136,19.98227,-56.6671,18.46957,18.40547,18.57785,3.000245,DB,0.002678168,-9999.0,-9999.0,18.10386,-0.1723800000000004,18.7698,0.0677,18.2497,0.0399,0.5200999999999993,10.855353603270895,-0.14999999999999858,0.15092868000000642,0.6700999999999979,3.938035119202773
101578160,5759451466335390720,136.9788,-4.121816,18.48715,18.52449,18.62595,4.686152,DA,0.9488123,-9999.0,-9999.0,15.58612,-0.1014599999999994,19.546,0.1115,18.9876,0.0614,0.5583999999999989,11.841231856313941,-0.10844999999999949,0.1407728699999998,0.6668499999999984,3.513670709023535
78866351,3635244376415828864,201.886,-4.325744,18.02974,17.99911,18.14881,4.793005,DB,0.00228266,-9999.0,-9999.0,30.90799,-0.1496999999999992,18.5346,0.0586,17.9777,0.0311,0.5569000000000024,11.43277941021168,-0.10844999999999949,0.1407728699999998,0.6653500000000019,4.275426957062735
69267665,2308785272265511552,4.122986,-35.97443,16.5929,16.52768,16.71643,8.223276,DB,0.01109274,-9999.0,-9999.0,49.77755,-0.1887499999999988,16.8959,0.023,16.3874,0.0086,0.5085000000000015,11.168124334225057,-0.14999999999999858,0.15092868000000642,0.6585000000000001,4.306366524752358
67523786,2111640324848883456,278.2175,42.25717,17.91876,17.83914,18.09375,3.572086,DB,0.004547769,-9999.0,-9999.0,21.35625,-0.2546099999999995,17.7468,0.0589,17.3902,0.036,0.35660000000000025,10.683369531143905,-0.30079999999999885,0.12424188000000014,0.6573999999999991,4.625306608201959
79949777,3834423141170750208,149.8625,1.057732,18.7949,18.78955,18.93248,3.264871,DB,0.00446299,-9999.0,-9999.0,23.6378,-0.1429300000000033,19.1298,0.0844,18.5822,0.035,0.5475999999999992,11.364230131585405,-0.10844999999999949,0.1407728699999998,0.6560499999999987,3.9091224932949826
68820709,2230003924109061632,341.9763,71.9136,18.32665,18.28024,18.46018,3.913306,DBA/DB,0.009314221,-9999.0,-9999.0,13.20251,-0.179940000000002,18.7574,0.0879,18.2536,0.0458,0.5038000000000018,11.289369043893275,-0.14999999999999858,0.15092868000000642,0.6538000000000004,3.6208680151760517
94029633,5008856728214274816,23.45649,-39.16228,17.2022,17.12687,17.3478,5.520245,DB,0.004492734,-9999.0,-9999.0,31.87835,-0.2209299999999991,17.2554,0.0486,16.8338,0.026,0.42160000000000153,10.911991765264524,-0.2311999999999994,0.13321161000000292,0.6528000000000009,4.52817252427704
101551911,5756044698276476928,134.7666,-8.126865,17.48575,17.44245,17.58967,5.697779,DB,2.115287e-05,-9999.0,-9999.0,24.88951,-0.1472200000000008,17.9845,0.0929,17.4407,0.0439,0.543800000000001,11.264278001156594,-0.10844999999999949,0.1407728699999998,0.6522500000000004,3.742472815665589
80887930,4018719981683874944,171.8816,27.42784,18.03295,17.96086,18.19049,4.009769,DB,0.0,-9999.0,-9999.0,50.85286,-0.2296300000000002,18.1841,0.0796,17.7634,0.0421,0.4207000000000001,11.048546769690681,-0.2311999999999994,0.13321161000000292,0.6518999999999995,4.054319060938541
58635526,1016444452011263872,136.4267,51.08198,17.89089,17.85288,17.96965,4.982001,DBA,0.0003400632,-9999.0,-9999.0,70.53292,-0.1167700000000024,18.4352,0.0811,17.8918,0.0283,0.5433999999999983,11.377909051865984,-0.10844999999999949,0.1407728699999998,0.6518499999999978,3.952777168686771
59693722,1196531988354226560,238.5378,17.35658,17.26244,17.21502,17.35545,6.17574,DBAZ:,0.008886074,-9999.0,-9999.0,24.09865,-0.140430000000002,17.8924,0.0448,17.3496,0.0252,0.5427999999999997,11.215885019101023,-0.10844999999999949,0.1407728699999998,0.6512499999999992,4.345619992382441
60360888,1304361295549630720,248.8339,26.14799,18.01782,17.97561,18.10764,4.545281,DB,0.007561921,-9999.0,-9999.0,13.49785,-0.1320300000000003,18.6196,0.0864,18.077,0.0222,0.5425999999999966,11.305623687489643,-0.10844999999999949,0.1407728699999998,0.6510499999999961,3.9065093292515276
79069963,3669157747422997376,217.1045,5.175218,17.35002,17.27435,17.45413,5.326315,DBA/DB,0.01559948,-9999.0,-9999.0,23.50934,-0.1797800000000009,17.5791,0.0572,17.0808,0.0194,0.4983000000000004,10.982154235896175,-0.14999999999999858,0.15092868000000642,0.648299999999999,3.9879216132546227
75236918,3145799081711798784,120.9406,7.739367,17.72897,17.66729,17.86843,4.590558,DB,0.006746272,-9999.0,-9999.0,20.22892,-0.2011399999999987,17.7783,0.0462,17.3614,0.0249,0.4169000000000018,11.038297394561958,-0.2311999999999994,0.13321161000000292,0.6481000000000012,4.526550700260755
63294348,1777847050131304960,333.8053,18.90566,17.52166,17.46041,17.61511,5.273021,DB,0.0001908811,-9999.0,-9999.0,20.48285,-0.1547000000000018,17.8936,0.0496,17.3958,0.028,0.497799999999998,11.13195750464325,-0.14999999999999858,0.15092868000000642,0.6477999999999966,4.015660933065051
